nExp,  A0x,  A0y,  A1x,  A1y,  A2x,  A2y,  A3x,  A3y,  A4x,  A4y,  A5x,  A5y,  A6x,  A6y,  A7x,  A7y,  A8x,  A8y,  A9x,  A9y,  A10x,  A10y,  A11x,  A11y,  A12x,  A12y,  A13x,  A13y,  A14x,  A14y 
 394,    0,   32,   11,   60,   11,   57,    0,   41,   10,   45,    0,   58,   10,   43,    1,   38,   11,   60,   10,   54,    0,   20,   10,   46,   11,   65,   10,   61,    0,   58
 395,   11,   63,    1,   12,    1,   40,   11,   59,   10,   44,   11,   54,   10,   54,   11,   65,    1,   13,   11,   54,    1,   60,   10,   50,   10,   48,    1,   13,   11,   59
 396,    1,   35,    1,   33,   10,   52,    1,   37,    1,   61,    0,   49,    1,   62,    0,   19,    0,   43,   11,   65,   10,   47,   10,   49,    0,   42,    0,   48,    0,   53
 397,   10,   45,    1,   14,   10,   60,    1,   53,   11,   58,   10,   64,   11,   56,   10,   36,   11,   63,   10,   52,   10,   58,   10,   59,   10,   52,   10,   63,   11,   56
 398,    1,   56,   11,   62,    0,   60,   11,   60,    0,   29,   11,   62,    0,   44,   10,   51,   10,   54,    1,   27,   10,   59,    1,   49,   11,   65,    1,   29,   11,   62
 399,   11,   55,   10,   45,    0,   53,    0,   38,    1,   53,    0,   47,    0,   46,    0,   18,   10,   59,    0,   58,    0,   19,    0,   35,   10,   44,   10,   48,    0,   56
 400,    0,   33,    0,   54,   11,   63,   11,   55,   11,   62,    0,   64,    0,   23,   10,   43,    0,   62,   11,   56,    1,   45,   10,   62,   10,   54,   11,   56,    0,   33
 401,   11,   61,    1,   15,    1,   13,    0,   28,    1,   54,    0,   52,   10,   56,    0,   63,    0,   37,    0,   50,    1,   25,    0,   57,    0,   30,   11,   58,   10,   59
 402,   11,   60,    0,   57,   10,   52,    0,   47,   10,   46,   10,   49,    0,   50,   11,   63,    1,   53,   11,   54,    0,   36,   10,   46,    1,   41,    0,   58,   11,   62
 403,   10,   54,   10,   58,    1,   19,    0,   18,   10,   59,    0,   52,    1,   39,    1,   14,   11,   64,    1,   14,   10,   48,   10,   48,    0,   59,    0,   27,   10,   53
 404,   10,   44,    1,   47,   10,   60,   11,   65,   11,   58,    1,   60,    0,   37,   10,   50,   10,   63,    0,   23,    1,   65,   10,   59,   11,   60,   11,   60,   10,   37
 405,    1,   39,    0,   20,   11,   56,   10,   52,   11,   65,    1,   17,    0,   27,    0,   23,   11,   65,    0,   40,   11,   63,    0,   47,    1,   64,   10,   41,   10,   37
 406,    0,   31,   10,   65,    1,   45,   11,   62,    0,   58,   10,   38,   10,   42,    1,   23,    0,   31,    0,   24,   11,   64,   11,   62,   10,   39,   11,   56,    1,   22
 407,    1,   25,   10,   40,   11,   65,   10,   43,    1,   44,   11,   62,   10,   61,   11,   62,    0,   41,   11,   58,    0,   22,   10,   57,    0,   29,   11,   63,    0,   40
 408,    0,   28,   11,   54,   11,   55,   10,   48,    1,   63,   10,   48,   11,   57,    1,   58,    1,   31,    1,   30,   11,   60,   10,   54,   10,   48,    0,   23,    0,   31
 409,    1,   19,   11,   60,    1,   28,   10,   57,    0,   49,   11,   56,    0,   33,   10,   55,   11,   64,   10,   60,   10,   55,   10,   50,    0,   57,    0,   37,    0,   55
 410,   11,   57,   11,   57,   11,   62,   11,   54,   10,   36,    1,   25,    0,   40,   10,   59,   11,   57,    0,   19,    1,   19,   11,   54,    1,   64,   11,   57,    0,   30
 411,   10,   44,   11,   61,    0,   46,    0,   57,    1,   29,    1,   28,    0,   40,    0,   40,   10,   62,   10,   37,    0,   60,    1,   45,   11,   56,   11,   62,    1,   48
 412,    1,   30,    1,   63,   11,   57,    0,   43,   10,   36,    0,   39,    0,   46,   10,   57,   11,   65,   10,   48,   10,   63,   10,   63,   10,   58,    1,   57,   11,   64
 413,   10,   37,   10,   45,    0,   23,   10,   36,    1,   15,    1,   63,   10,   51,    0,   35,   11,   64,   10,   46,   11,   64,   11,   62,   10,   44,   11,   55,    1,   35
 414,    0,   62,    1,   43,   10,   63,    0,   52,   10,   64,    0,   22,    1,   63,    1,   19,    1,   30,    1,   19,    0,   33,    1,   48,   10,   50,    1,   43,   11,   63
 415,    1,   64,   11,   62,    0,   61,   10,   44,   11,   54,   11,   58,    1,   42,   11,   60,    0,   39,    1,   54,    0,   23,   11,   60,   11,   61,    0,   61,    0,   52
 416,    1,   58,   11,   60,   11,   63,   10,   65,   10,   61,   11,   63,   11,   65,   10,   45,    0,   30,   11,   63,    0,   30,    0,   43,    0,   26,    1,   65,    0,   54
 417,   11,   54,   11,   60,    0,   45,   10,   59,   10,   47,   11,   62,    0,   57,   11,   63,    1,   32,   11,   64,   11,   62,    1,   35,   11,   59,    1,   55,   11,   58
 418,   11,   55,    1,   35,    1,   13,   11,   63,    0,   46,    1,   62,    1,   56,   11,   55,   11,   60,    1,   15,    0,   39,   10,   37,   11,   54,    0,   18,    1,   25
 419,   11,   63,   11,   55,   11,   57,   10,   49,    1,   19,   11,   61,    1,   53,   11,   57,    1,   51,    1,   36,    0,   39,   10,   63,    0,   62,    1,   14,   11,   61
 420,    0,   21,   11,   56,   11,   55,    0,   20,   10,   50,   10,   48,    1,   35,    1,   65,   10,   54,   11,   57,    1,   35,    0,   59,   11,   58,    1,   24,   10,   42
 421,   11,   57,    0,   55,    1,   38,   10,   40,   11,   56,   10,   47,   11,   57,    1,   22,   10,   61,    0,   45,   11,   62,   10,   39,    0,   55,    1,   35,   11,   65
 422,    0,   41,    0,   50,    1,   65,   10,   53,   11,   57,    0,   54,   11,   62,    0,   60,   10,   45,   11,   55,    0,   56,   11,   57,   11,   60,   10,   43,    0,   28
 423,    1,   46,   11,   60,    1,   40,    0,   52,   10,   55,   10,   40,   11,   59,    1,   30,    1,   60,    0,   44,    1,   17,   10,   52,    1,   31,   11,   60,   11,   62
 424,   10,   64,   10,   49,    1,   54,   11,   63,   11,   57,   10,   37,    0,   24,   11,   54,   10,   60,   10,   42,   10,   58,    1,   28,   11,   59,    1,   21,    0,   30
 425,    0,   30,   10,   40,   11,   54,   10,   65,    0,   23,    1,   14,   11,   57,    1,   20,   10,   60,    1,   42,    0,   65,   11,   63,   11,   57,    1,   46,    0,   37
 426,    1,   50,    1,   55,   10,   37,    1,   40,    0,   20,   11,   57,   11,   57,   11,   63,   11,   64,   10,   59,    0,   49,   10,   54,    0,   37,   10,   40,    0,   60
 427,    0,   52,    0,   35,    1,   57,   11,   60,    0,   26,   11,   62,   10,   51,    1,   38,    1,   39,    0,   49,    1,   20,    0,   29,   10,   65,    1,   18,    1,   46
 428,    0,   46,    1,   32,   10,   65,   11,   56,   11,   57,   11,   56,   11,   64,    0,   27,   11,   54,    1,   63,   10,   39,   10,   52,    1,   51,   10,   41,   10,   52
 429,    0,   47,    1,   32,    1,   47,   11,   58,    0,   65,   11,   57,    0,   48,   11,   56,   10,   46,    0,   50,    1,   54,    0,   26,    1,   52,   11,   60,   10,   41
 430,    0,   19,    0,   55,   11,   56,    0,   36,   11,   60,   11,   54,    1,   13,    1,   64,    1,   17,    0,   59,    0,   65,    0,   28,    1,   15,   11,   62,    1,   20
 431,   11,   62,    1,   12,    0,   41,   10,   44,   11,   56,    0,   48,    1,   61,   11,   59,    1,   28,   10,   46,   11,   60,    0,   40,    1,   39,    1,   40,   10,   60
 432,    1,   49,    1,   54,    0,   45,    0,   62,    1,   42,    0,   50,   10,   42,    1,   22,    1,   43,    0,   42,   11,   56,   11,   59,   10,   49,   11,   63,   11,   63
 433,    1,   29,   11,   59,    1,   27,    0,   49,   10,   54,    0,   46,   10,   62,    0,   59,    1,   41,    1,   43,    1,   13,    0,   56,   10,   44,   10,   62,   11,   65
 434,   10,   51,    1,   51,    1,   44,   10,   49,   11,   54,    0,   51,    1,   26,   10,   45,    1,   20,   11,   56,   10,   49,   11,   56,   10,   48,    0,   39,    0,   34
 435,    1,   40,   10,   58,   11,   56,   11,   65,    0,   35,   11,   58,   10,   44,   11,   63,    1,   35,   11,   56,   10,   52,   10,   40,    0,   31,    1,   43,    1,   53
 436,   11,   62,   10,   48,   10,   47,   10,   43,    1,   47,   10,   55,   11,   64,   11,   58,   10,   48,   10,   48,   11,   62,   10,   63,   10,   51,    1,   15,    1,   50
 437,   11,   54,   10,   64,    0,   37,   10,   57,    1,   33,   10,   37,    1,   22,   10,   55,    1,   12,   11,   54,   11,   54,   11,   60,    0,   29,   11,   55,    1,   40
 438,    1,   27,    1,   37,    1,   18,   10,   62,   11,   61,   10,   57,    0,   32,   10,   59,    0,   23,   10,   51,   10,   50,   11,   55,    0,   46,   11,   60,    1,   30
 439,    1,   23,   11,   63,   11,   58,    1,   23,    0,   40,   10,   64,   11,   56,   11,   56,    0,   45,   11,   58,   10,   56,    1,   14,   10,   54,   10,   57,   10,   40
 440,   10,   42,   10,   54,    1,   59,    1,   65,   10,   63,   10,   53,   11,   57,   11,   65,    0,   22,   11,   56,    0,   47,   10,   58,   11,   54,    1,   28,   11,   61
 441,    1,   34,    1,   30,   10,   51,   10,   49,    0,   18,   11,   63,   11,   54,    1,   27,    1,   38,   11,   59,   11,   60,    1,   20,    0,   42,   11,   64,    1,   46
 442,    0,   21,    1,   61,   11,   60,   10,   62,   10,   38,   11,   61,    1,   12,    1,   49,    0,   53,    0,   37,   10,   37,    0,   59,   11,   55,   11,   61,   11,   65
 443,   10,   62,    0,   49,   11,   56,   11,   62,    0,   34,    0,   53,    1,   58,   10,   38,    1,   43,   11,   55,   10,   51,   10,   38,    0,   53,   10,   51,    0,   18
 444,    1,   23,   10,   63,   10,   54,    1,   28,   11,   54,    0,   42,   11,   54,    0,   31,    1,   13,    1,   43,   10,   46,   10,   39,    0,   31,   11,   59,    1,   52
 445,   11,   55,   11,   63,    1,   22,    1,   57,    0,   26,   11,   61,   10,   50,    1,   64,    0,   50,    1,   12,   10,   57,   11,   60,    0,   33,   10,   53,   11,   65
 446,   10,   40,   10,   39,    1,   15,   11,   60,   10,   37,    0,   27,    1,   20,    0,   44,    0,   64,   11,   65,   11,   57,   11,   56,    0,   33,   10,   39,   11,   54
 447,   11,   62,   10,   58,   10,   56,    0,   32,   10,   54,   10,   57,   10,   45,   11,   65,    1,   36,    1,   16,   10,   60,    0,   43,   10,   39,    1,   17,    1,   44
 448,   10,   65,   10,   63,   10,   61,    1,   23,    1,   55,    1,   13,   11,   54,    1,   39,   10,   48,   11,   65,    1,   24,    1,   31,    1,   25,    0,   32,    1,   20
 449,   10,   58,    1,   20,   10,   44,    1,   36,    1,   57,    0,   34,    0,   65,   11,   59,    0,   37,    0,   20,    0,   31,    0,   33,   11,   65,    0,   52,    0,   36
 450,   11,   58,   10,   56,   11,   60,    0,   30,   10,   46,   10,   57,    1,   24,   10,   48,   10,   47,    1,   57,   11,   59,    1,   36,   10,   43,   10,   49,    1,   33
 451,    0,   18,    1,   63,   10,   40,   10,   48,    0,   39,   11,   65,    1,   49,   11,   61,    0,   19,   11,   57,    0,   49,   10,   52,   10,   42,   10,   36,    1,   12
 452,   10,   43,   11,   64,    0,   49,   11,   62,    0,   48,    0,   25,   10,   56,    0,   45,   11,   61,   10,   42,   10,   40,   11,   56,   11,   54,   10,   45,    1,   44
 453,    0,   64,    0,   44,   10,   45,   11,   63,    0,   39,   10,   36,   11,   62,    1,   54,    1,   35,   11,   57,   11,   62,    0,   32,    0,   47,    1,   61,    0,   29
 454,   11,   61,    1,   12,   11,   58,   10,   45,    0,   60,    1,   50,   11,   58,   10,   38,    0,   47,   11,   65,   11,   60,    1,   50,   10,   61,   11,   62,    1,   38
 455,   10,   57,    0,   20,    0,   27,    1,   14,   10,   45,    0,   51,   11,   61,   11,   63,    1,   51,    1,   64,    0,   44,   10,   56,    0,   38,    0,   18,   11,   55
 456,    1,   50,   10,   48,   11,   64,    0,   60,    0,   22,    0,   34,    1,   12,    0,   43,    1,   59,    1,   17,    0,   39,   11,   57,    0,   31,    0,   61,    0,   21
 457,   11,   56,   10,   45,    1,   65,   10,   43,   10,   55,   11,   54,    0,   64,    1,   53,    1,   46,    0,   52,   11,   55,    0,   41,   10,   58,    1,   27,   10,   61
 458,    1,   21,   11,   61,   11,   65,    0,   56,   10,   60,    0,   57,   11,   56,    1,   51,    0,   34,    0,   44,    1,   42,    0,   43,   11,   64,    0,   20,   11,   59
 459,    1,   14,   11,   55,   10,   60,   11,   54,    0,   43,   11,   59,    1,   14,    1,   30,    1,   32,    0,   40,   10,   44,   10,   56,    1,   21,    0,   48,    0,   64
 460,   10,   54,    1,   43,    0,   46,    1,   60,   11,   63,   11,   63,   11,   55,   11,   64,   10,   62,   11,   54,   11,   59,   10,   45,   10,   53,    0,   42,    0,   49
 461,    0,   35,   10,   64,    0,   25,    1,   28,   10,   60,    0,   50,   11,   64,    1,   26,   10,   47,   10,   56,    1,   52,   11,   62,    1,   37,   11,   60,    0,   42
 462,    1,   60,   10,   41,    0,   62,    0,   49,    1,   31,   10,   48,    0,   31,    1,   43,   11,   59,   11,   58,    1,   55,    1,   65,   10,   55,   10,   46,   10,   46
 463,    0,   24,    1,   46,    1,   30,    0,   51,    0,   65,    1,   58,   10,   54,   10,   52,   11,   55,    0,   22,   10,   41,   10,   60,    1,   51,    0,   58,   11,   54
 464,    1,   40,    1,   16,   10,   57,   11,   55,   11,   63,    0,   46,   11,   61,    0,   55,    0,   48,    1,   63,    1,   21,    1,   56,    1,   64,   10,   57,    0,   61
 465,   11,   65,   11,   63,    1,   39,   11,   54,   11,   61,   10,   61,    0,   61,    1,   12,   11,   56,   11,   56,    0,   44,    0,   27,   11,   60,   11,   64,    1,   65
 466,    1,   58,   10,   36,   10,   48,    0,   62,   10,   62,   11,   64,   11,   54,    0,   31,    1,   25,   11,   56,    1,   47,    1,   58,   10,   44,    0,   50,    1,   43
 467,   10,   45,    1,   18,   11,   57,   11,   64,    0,   29,   10,   47,   11,   62,   11,   58,   10,   36,    0,   55,    0,   36,   11,   54,   11,   58,   11,   65,   10,   48
 468,   11,   57,    0,   40,    1,   60,    1,   62,   10,   37,    1,   17,   10,   51,   10,   54,    0,   39,   10,   38,   11,   58,   11,   65,   10,   56,    1,   37,   11,   65
 469,   10,   46,   10,   51,    1,   40,   10,   40,    1,   39,    0,   43,   10,   53,   10,   45,   10,   42,    1,   59,    1,   27,   11,   64,    0,   34,   10,   43,   10,   47
 470,   10,   53,    0,   61,    1,   12,   11,   65,    0,   63,    0,   19,    0,   23,    1,   44,   11,   58,    0,   52,    1,   29,   11,   64,    0,   28,    0,   56,   10,   56
 471,   11,   57,    1,   15,    1,   25,    1,   23,    0,   19,    0,   47,    0,   26,   11,   55,   11,   60,    1,   49,   10,   65,    1,   63,   10,   60,   10,   42,    1,   22
 472,   11,   59,   10,   36,   11,   58,    0,   28,    0,   39,    0,   45,    1,   14,   10,   58,   10,   44,    1,   64,    0,   62,    1,   13,   10,   36,   11,   56,    0,   26
 473,    1,   20,    0,   46,   11,   58,   11,   56,    1,   53,    1,   65,   10,   43,    1,   63,   10,   47,   11,   55,   10,   45,   11,   60,   10,   61,    1,   29,   10,   62
 474,    1,   23,   11,   59,    1,   65,   10,   42,    1,   38,   10,   50,   11,   65,    0,   28,   11,   61,    1,   18,   11,   57,    0,   21,    0,   38,   10,   39,    1,   55
 475,    0,   18,    0,   59,   10,   54,   11,   65,   11,   56,   11,   60,    0,   26,    1,   13,    0,   54,   11,   65,   11,   59,   10,   44,    0,   65,   11,   63,    1,   31
 476,   10,   64,    1,   57,    1,   49,   11,   62,   10,   58,   11,   54,   10,   51,   10,   41,    1,   44,   11,   56,    0,   37,   10,   49,    1,   12,   10,   57,    0,   51
 477,    0,   22,   11,   62,   10,   50,    1,   19,    1,   16,    0,   23,    0,   22,   11,   60,    1,   65,   10,   43,   10,   59,   11,   63,    1,   20,   10,   58,   10,   56
 478,   10,   50,    0,   64,    1,   23,   10,   38,    0,   33,   11,   58,    0,   29,    1,   15,   10,   36,    0,   45,   11,   59,    1,   63,   10,   64,    0,   38,   10,   44
 479,    0,   55,    1,   46,    0,   19,   11,   65,   11,   63,    1,   50,   10,   42,   10,   47,   10,   62,    0,   47,   10,   41,   10,   37,   11,   56,    1,   56,    1,   48
 480,    0,   37,   10,   60,    1,   17,   11,   54,   10,   52,    1,   35,   10,   58,   10,   42,    0,   19,   10,   65,    1,   45,   10,   42,    0,   24,    0,   29,   11,   60
 481,   10,   38,   11,   54,   11,   54,   10,   52,    0,   32,   11,   57,    0,   42,    0,   61,    0,   58,    1,   45,    0,   36,   10,   39,   10,   42,   10,   41,   11,   62
 482,    1,   54,   11,   62,   10,   60,   10,   65,    1,   13,   11,   59,   11,   55,   11,   58,   10,   49,    0,   61,   10,   54,   10,   65,    1,   28,   11,   62,   11,   59
 483,    0,   28,    1,   28,    0,   39,    0,   34,   11,   58,   11,   65,   11,   54,   10,   57,    0,   42,    0,   43,    0,   58,    0,   64,    0,   43,    0,   30,   11,   55
 484,    0,   62,   11,   56,    0,   62,    1,   29,   10,   50,   11,   56,   11,   60,    0,   27,    0,   50,   11,   54,   11,   63,   10,   41,   10,   47,    1,   60,   11,   54
 485,   11,   60,    0,   37,   11,   64,    0,   45,   11,   56,   10,   40,   11,   62,    0,   63,   10,   60,   11,   58,    0,   60,    0,   60,    0,   62,    1,   37,   10,   37
 486,    0,   44,    0,   49,    0,   23,    1,   50,   10,   48,   11,   62,    0,   22,    0,   39,   11,   64,    1,   32,    0,   30,   11,   56,   11,   60,   10,   65,    0,   19
 487,    1,   62,   11,   58,   11,   57,    1,   65,    1,   39,    1,   55,    1,   26,    0,   54,    0,   19,   11,   57,    1,   28,    1,   24,   11,   56,   11,   54,    1,   38
 488,   10,   47,    1,   13,   11,   65,   11,   54,   11,   59,    0,   64,   10,   46,   10,   44,    0,   26,    1,   30,    0,   42,    0,   40,    0,   24,   11,   58,   11,   61
 489,    0,   24,    1,   62,   11,   56,    0,   23,    0,   38,    1,   51,   11,   59,    0,   54,    1,   20,    1,   56,    1,   44,    0,   61,   10,   37,   11,   58,   11,   63
