nExp, valid,  A0,  A1,  A2,  A3,  A4,  A5,  A6,  A7,  A8,  A9,  A10,  A11,  A12,  A13,  A14,  A15,  A16,  A17,  A18,  A19
 870,     1,  -2,  -2,  -2,  -2,  -2,  -2,  -2,  -2,  -2,  -2,  -2,  -2,  90,  -2,  -2,  -2,  -2,  -2,  -2,  -2
 871,     1,  -5, -13,  -5,  -5,  -5,  -5, -13,  -5, -13,  -5,  -5,  -5,  83,  -5,  -5,  -5, -17,  -5, -21,  -5
 872,     1, -17,  -5,  -5,  -5,  -5, -21,  -5,  -5,  83, -21,  -5,  -5,  -9,  -5,  -5,  -5,  -5, -13,  -5,  -5
 873,     1,  -4,  -8,  -4,  -4,  -4,  -4, -20,  -4,  -4, -20,  -4,  -8,  -4,  -4,  -4,  -4,  -4, -16,  84,  -4
 874,     1,  -3,  -3, -11,  -3, -11,  -3,  -3,  -3,  -3,  -3,  -3, -11,  89,  -3, -11,  -3,  -7,  -3,  -3,  -3
 875,     1, -22,  -6,  -6,  -6,  -6,  -6, -26,  -6, -18,  -6, -10, -18, -30, -18,  90,  -6, -30,  -6,  -6, -14
 876,     1,  -9, -41, -37, -41, -41, -41, -37,  -9, -17,  -9,  -9, -37,  -9, -33, -37,  71,  -9,  -9,  -9, -13
 877,     1,  -6,  -6, -10, -22, -14,  -6,  -6,  -6, -30,  -6,  -6, -26, -14,  -6, -30,  -6,  90,  -6,  -6,  -6
 878,     1, -22,  -6, -10,  -6,  -6,  -6,  -6,  -6,  -6, -10,  86, -22, -26,  -6,  -6,  -6,  -6,  -6, -14,  -6
 879,     1, -21, -17, -17, -21, -17, -17,  -5,  -5,  -5,  -5,  -5,  -5,  -5,  91,  -5, -17,  -5, -21,  -5,  -5
 880,     1,  -4, -12, -12, -12,  -4,  -8,  -4,  -4,  -4,  -4,  84,  -4,  -4, -12,  -4,  -4,  -4,  -4, -16,  -4
 881,     1,  -6, -14, -22,  -6,  -6, -10, -10,  -6, -30,  -6, -18,  -6, -30, -22,  -6,  70, -26,  -6,  -6, -30
 882,     1,  -4,  -4,  -8,  -4,  -8,  -4,  -4,  -4,  -4,  -4,  -4,  -4,  -4,  -4,  92,  -4, -16, -12,  -4,  -4
 883,     1,  -4, -16,  88,  -4,  -4,  -4,  -4,  -4,  -4,  -4,  -4,  -4, -12,  -4,  -4,  -4,  -4,  -4,  -4,  -4
 884,     1,  -2,  -2,  -2,  -2,  -2,  -2,  -2,  -2,  -6,  -2,  -2,  -6,  -2,  -2,  -2,  -2,  -2, -10,  -2,  94
 885,     1,  -4,  -4,  -4,  -4,  -4,  -4,  -4,  -8,  -4,  88, -12,  -4,  -4,  -8,  -4,  -4,  -4, -16,  -4, -16
 886,     1,  -4,  -4,  -4,  -4, -12,  -4,  -8,  -4,  -4,  -4,  84,  -4,  -4,  -4, -16,  -8, -12, -20,  -8,  -8
 887,     1, -15, -15,  -7,  -7,  -7,  -7,  -7,  -7,  -7,  -7,  -7,  85,  -7,  -7, -27,  -7, -23, -35,  -7,  -7
 888,     1, -26,  -6, -18,  -6, -18,  -6,  86,  -6,  -6,  -6,  -6,  -6,  -6, -30,  -6,  -6, -14, -14,  -6, -14
 889,     1,  -4,  -4,  -4, -20,  -4,  -4,  -4,  -4,  -4,  88,  -4,  -4,  -4,  -4, -12,  -4, -16,  -4,  -4,  -4
 890,     1, -21,  -5,  -5, -13,  -5, -25, -25,  -5,  -5,  79,  -5, -17,  -9,  -5,  -5,  -5,  -5,  -5, -13,  -5
 891,     1,  -4,  -4, -12,  -4,  -8, -16,  -8,  -4,  -4,  -8,  -4,  92,  -4, -16, -12,  -4, -16, -20,  -4,  -4
 892,     1, -31, -27,  -7, -23,  -7,  -7,  -7,  -7,  -7,  -7, -23, -27,  -7,  -7, -31,  65,  -7, -31,  -7,  -7
 893,     1,  -5,  -5,  -5, -13,  -5,  -9,  87, -13,  -5,  -5,  -5,  -5,  -5,  -5,  -5, -17,  -5,  -5,  -5,  -5
 894,     1,  -4,  -4,  -4,  92,  -4,  -4,  -4,  -4,  -4,  -4, -12, -12,  -4,  -4, -16, -16,  -4,  -4,  -4,  -4
 895,     1,  -5, -25,  -5,  -5,  -9,  -5,  -9,  -5,  -5,  -5,  -5,  83,  -5,  -5,  -5,  -5, -21,  -5, -21,  -5
 896,     1,  -8,  -8, -32,  -8,  -8, -24,  -8,  -8,  -8, -32,  -8,  76, -36,  -8,  -8,  -8, -32,  -8,  -8, -28
 897,     1, -16,  80,  -4,  -4,  -4, -16,  -4,  -4,  -4, -20,  -4,  -4, -16,  -4, -12,  -4, -20, -16,  -4,  -4
 898,     1, -23, -31,  -7,  69,  -7,  -7,  -7,  -7,  -7, -15,  -7, -27, -31,  -7,  -7, -35,  -7,  -7,  -7, -15
 899,     1,  -5, -25,  87, -17,  -5, -25, -17,  -5, -21,  -5, -21,  -5, -25,  -5, -25,  -5,  -5,  -5,  -9, -17
 900,     1,  -3,  -3,  -3,  -3,  -3,  -3,  89,  -3,  -3,  -3,  -3,  -7,  -3,  -7,  -3,  -7,  -3,  -3,  -3,  -3
 901,     1,  -5, -21,  -5,  -5,  -9,  -5,  -5,  -5, -13,  -5,  -5, -17,  -5,  -5,  87,  -5,  -5, -13,  -5,  -5
 902,     1,  -4, -12,  -4, -20,  -4,  -4,  -4,  -4,  -4,  -4, -12,  -8,  -4,  92,  -4, -12,  -4, -12,  -4,  -4
 903,     1, -40, -32, -20,  -8, -28,  -8, -40,  -8,  76, -20, -12, -36,  -8, -20, -12, -36, -16, -36,  -8,  -8
 904,     1,  -3,  -3,  -3,  93,  -3,  -3,  -7, -15,  -3,  -7,  -3,  -3,  -3,  -3,  -3, -11,  -7,  -3,  -3,  -3
 905,     1,  -9,  -9, -21, -37,  -9,  -9,  -9, -41,  79,  -9, -25,  -9, -21,  -9,  -9,  -9, -21, -29,  -9, -41
 906,     1, -20,  -4,  -4, -16,  -4,  -4,  -4,  -4,  -8,  -8,  -4,  -4,  -4, -12,  -4,  -4, -16,  -4,  -8,  88
 907,     1,  -9, -41, -29, -21, -37, -33,  79,  -9,  -9, -21,  -9, -41, -29,  -9,  67, -41, -37, -25,  -9,  -9
 908,     1,  -6,  -6,  -6,  70,  -6, -18,  -6,  -6,  -6,  -6, -10,  -6,  -6, -18,  -6,  -6,  -6, -18,  -6, -10
 909,     1,  -7, -11, -19,  73, -11,  -7, -11,  -7, -23,  -7, -23,  -7, -31, -35,  -7,  -7,  -7,  -7, -27, -35
 910,     1,  -5,  -5, -13,  -9,  -9,  -5,  -5,  -9,  -5,  -5,  -5, -25, -17,  83, -17,  -5,  -5,  -5,  -5, -21
 911,     1, -12,  -4,  -4,  -4, -16,  -4,  -8,  -8,  -4,  -4,  -4,  -4,  -4,  -4,  88,  -4,  -4,  -4,  -4,  -4
 912,     1,  -5, -17,  -5, -17,  -5,  -5, -25,  -5,  -5,  -5,  -5, -17,  -5, -13,  -5,  -5, -21, -21,  83,  -5
 913,     1,  -6, -26, -22, -14, -14, -10,  -6,  82,  -6, -22,  -6,  -6,  -6, -30, -26, -18,  -6, -30,  -6, -22
 914,     1, -25,  -9,  -5, -13,  -5,  -9, -21,  -9,  -5,  -5,  -5,  91,  -5,  -5,  -5, -21,  -5,  -5,  79,  -5
 915,     1,  -6, -18, -14, -18,  -6, -10,  -6,  -6,  -6,  -6,  -6,  -6, -26,  -6,  -6,  -6,  -6, -14,  -6,  86
 916,     1,  -9,  -9, -17,  -9, -21,  -9, -29,  -9, -21, -21,  63, -17,  -9, -17,  -9,  71, -25,  -9,  -9,  -9
 917,     1, -25, -17, -29,  -9, -41,  -9, -29,  -9,  71,  -9,  -9,  -9, -21,  -9,  -9, -17, -29,  -9,  -9,  -9
 918,     1,  -5,  -5,  -5,  -5,  -5,  -5,  -5,  -5,  -5,  -5, -21, -25,  -5,  87,  -5,  -5, -21, -21,  -5,  -5
 919,     1,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3, -15,  -3,  -3, -15,  -3,  85,  -7,  -7,  -3,  -3
 920,     1,  -7, -23, -31, -15, -27,  -7,  -7, -27, -31,  -7,  -7,  -7,  -7,  -7,  73,  -7,  -7,  -7,  -7, -27
 921,     1,  -5,  -5,  -5,  -5, -25,  91,  -5,  -9, -25,  -5,  -5,  -5,  -5, -17,  -5, -21, -17,  -5,  -5,  -5
 922,     1,  70,  -6,  -6, -10,  -6,  -6, -30,  -6, -22,  -6,  -6,  -6,  -6,  -6,  -6,  -6,  -6,  -6, -26,  -6
 923,     1,  -6,  -2,  -2,  -2,  94,  -2,  -2,  -2,  -6,  -6,  -2,  -2,  -2,  -2,  -2,  -2,  -2,  -2,  -2,  -2
 924,     1,  -5,  -5, -25, -17, -17,  -5, -25,  -5, -13,  -5, -17,  79,  -5,  -5,  -5, -25,  -5,  -5, -13, -21
 925,     1,  -6,  -6,  -6,  -6,  -6,  -6,  -6, -10,  -6,  70,  -6, -26, -26,  -6,  -6,  -6,  -6, -10, -18, -22
 926,     1,  -8,  -8, -36,  -8,  -8,  -8,  -8,  -8,  64,  -8,  -8, -24, -20, -20,  -8,  -8,  -8,  -8, -12,  -8
 927,     1,  -7, -23, -15, -23, -31,  89,  -7, -11, -23,  -7, -15,  -7,  -7,  -7, -11,  -7, -15, -15,  -7, -15
 928,     1, -14,  -6,  -6,  -6,  -6,  -6,  -6,  -6,  -6,  -6,  -6,  -6, -18,  -6, -14,  78, -18,  -6,  -6,  -6
 929,     1,  -6, -30,  78,  -6, -26, -22, -18, -18,  -6,  -6,  -6, -18,  -6,  -6, -22,  -6,  -6, -18, -22, -26
 930,     1,  -8,  -8, -32,  -8,  -8,  -8,  -8,  -8,  -8,  -8,  -8, -16,  -8,  68, -20,  -8, -12,  -8,  -8,  -8
 931,     1, -12,  -4,  -4,  -4,  -4,  -4,  -4,  -4,  -4,  -4,  -4,  -8,  -4, -20, -12,  -4,  -4,  -4,  80,  -4
 932,     1,  -6, -22, -10,  -6, -10,  86, -14, -26, -26, -18, -18,  -6, -22,  -6,  -6, -22,  -6,  -6,  -6, -14
 933,     1,  -4,  -4,  -4,  -4,  -4,  -4,  -4, -16,  -4,  -8,  -4,  -8,  -4,  80,  -4,  -8,  -4,  -4,  -4,  -4
 934,     0, -31, -51, -51, -11, -11, -43, -23, -35, -11, -11, -15, -43, -19, -11, -43, -11, -11, -11, -11, -11
 935,     1,  -5,  -5,  -5,  -5, -17,  -9,  -5,  -5,  -5,  -5,  -5,  -5, -13,  -9, -17,  91, -21,  -5,  -5,  -5
 936,     1, -18,  -6, -10, -30,  -6,  -6,  -6,  82,  -6,  -6,  -6, -18,  -6, -18, -18, -18,  -6,  78,  -6,  -6
 937,     1,  -2,  -2,  -2,  -2,  94,  -2,  -2,  -2,  -2,  -6,  -2,  -2,  -2,  -2,  -2,  -2,  -6,  -2,  -2,  -6
 938,     1,  -4,  -4,  -4,  -4,  -4,  -4, -12,  -4,  -4, -12,  -4,  -4,  -4,  88,  -4,  -4,  -4, -16,  -4,  -4
 939,     1,  -4,  -4,  92,  -4,  -8,  -4, -12, -12,  -4,  -4,  -4,  -4,  -4,  -4, -16,  -8, -20,  -4,  -4, -12
 940,     1,  -3,  -3,  -3, -11,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -7,  89,  -3, -15,  -3,  -7, -15, -15,  -3
 941,     1,  -6,  -6,  -6,  -6,  -6, -14, -18,  -6, -22, -18,  86, -18, -26,  -6, -18,  -6,  -6,  -6,  -6,  -6
 942,     1,  -5,  -5,  87,  -5,  -5, -17,  -5, -17,  -5, -17,  -5,  -5,  -5, -13, -13,  -5,  -5,  -5,  -5,  -5
 943,     1,  -6, -18,  -6,  -6,  -6, -10,  -6,  -6,  -6, -22, -30, -26,  -6,  82, -30,  -6,  -6, -18, -18,  -6
 944,     1, -36,  -8, -16, -40,  -8,  -8,  -8, -12,  -8,  -8,  -8,  60, -24,  -8,  -8,  -8, -20,  -8,  -8, -24
 945,     1, -13, -21,  -5,  -5,  -5,  -5,  -5,  87,  -5,  -9,  -5,  -5, -21,  -5,  -5,  -5,  -5,  -5,  -5,  -5
 946,     1, -10,  -2,  -2,  -2,  -6,  -2,  -2,  -2,  -2,  -2,  -6,  -2,  -2,  -2,  90,  -6,  -2,  -2,  -2,  -2
 947,     1,  -3,  -3,  -3,  -3,  -3,  -3,  -3, -11,  -3,  -3,  93,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3
 948,     1,  -6,  -6, -26,  -6, -26,  -6,  -6, -10, -14, -22,  82, -14, -26,  -6, -26,  -6,  -6, -26, -18, -26
 949,     1,  -5, -17,  -5, -13,  -5,  -5,  -5, -17, -25,  -5, -25, -21,  -5,  91,  -5,  -5,  -5, -13,  -5,  -5
 950,     1,  -5,  -5,  -5,  -5,  -9,  -5, -21, -21,  -5,  -9,  -5,  79,  -5, -25, -25,  -5,  -5,  -5,  -5,  -5
 951,     1,  -5,  -5,  -9,  -5,  -5,  -5,  -5, -21, -21, -17,  91, -25, -13,  -5,  -5,  -9, -17, -21,  -5, -21
 952,     1,  -4, -20, -12,  -4,  -4,  -4, -12, -16,  -4,  88,  -4, -20,  -4,  -4,  -4,  -4, -20,  -4,  -4,  -4
 953,     1, -30,  -6,  -6,  86, -30, -14, -26,  -6,  -6,  -6, -26,  -6,  -6,  -6,  -6,  -6, -18, -14,  -6, -26
 954,     1,  -6, -26,  -6,  -6, -18,  -6,  -6,  -6,  -6,  78, -26,  -6, -26, -10, -14, -18,  -6, -30, -26,  -6
 955,     1,  -3,  -3,  -3,  -3,  -3,  -7, -15,  -7,  -3, -15,  -3, -11,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  89
 956,     1, -20,  -8,  -8,  -8, -16,  -8,  -8,  -8, -16, -36, -28,  -8,  -8,  -8, -16, -24, -12,  -8,  72, -40
 957,     1,  -6,  78,  -6,  -6, -14,  -6,  -6, -22,  -6,  -6,  -6,  -6,  -6, -14,  -6,  -6,  -6,  -6,  -6,  -6
 958,     1, -10, -10, -10, -10, -30, -42,  54, -10, -10, -10, -10, -10, -30, -22, -18, -22, -18, -10,  62, -26
 959,     1,  -2,  -2,  -2,  -2,  -2,  -6,  -2,  -2,  -6,  -2,  -6,  -2,  90,  -2,  -2,  -2,  -2,  -2,  -2,  -2
 960,     1,  -5,  -5,  -5,  -5,  -5,  -5,  -5,  -9,  -9,  -5,  -5,  -5,  -5, -25,  -5,  -5,  -5,  -5,  -5,  91
 961,     1,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  89,  -3,  -7,  -3,  -3,  -3,  -3, -15,  -7,  -3
 962,     1, -14, -18,  -6,  -6,  -6,  -6,  -6,  -6, -18, -26,  90, -26, -26,  -6, -26, -26,  -6, -22,  -6,  -6
 963,     1,  -8, -32,  -8, -12, -16, -40,  -8, -20,  -8,  -8,  -8,  -8, -20, -12,  -8, -24,  72,  -8,  -8, -12
 964,     1,  -3,  -3, -11,  -3,  -3,  -3,  93,  -7,  -3,  -3,  -3, -11,  -7,  -3,  -3,  -3,  -3,  -3,  -3,  -3
 965,     1,  -4,  -4,  -4,  -4,  -4, -16,  -4,  -4,  -8,  -4,  -4,  -8,  -8,  -4, -20,  -4,  -4,  92,  -4,  -4
 966,     1, -21, -17,  -5,  87,  -5, -17, -25, -25,  -5,  -9,  -5,  -9,  -5, -17,  -5,  -5, -25,  -5, -21,  -5
 967,     1,  -2,  -2,  -2,  -2, -10, -10,  -2,  -2,  -2,  -2,  -2,  -2,  -2,  -2,  94,  -2,  -2,  -6,  -2,  -2
 968,     1,  -4,  -4,  -4,  -4, -20,  -4,  -4,  -4,  -4,  -4,  -4,  -4,  -4,  -4,  -4,  -4,  88,  -4,  -4,  -4
 969,     1,  -2,  -2,  -2,  -6,  -2,  -2, -10,  -2,  -2,  -2,  -2,  -2,  -2,  -2,  -2,  -2,  -6,  94,  -2,  -2
 970,     1,  -5,  -5, -13, -21,  -5, -13,  -5, -25, -13, -13,  -5,  -5,  91,  -5, -21,  -5,  -5,  -5,  -5, -21
 971,     1,  -3,  -3,  -3,  -3,  85,  -3,  -3,  -3,  -3,  -7, -15,  -3, -15,  -3,  -3,  -3,  -7,  -3,  -3,  -3
 972,     1,  -6,  -6,  -6,  -6,  -6,  -6,  -6, -22,  90,  -6,  -6, -30,  -6,  -6,  -6,  -6,  -6, -30,  -6,  -6
 973,     1, -17, -21,  -5,  -5, -17,  -5,  -5,  -5,  -5, -21, -21,  -5,  -5, -13,  -5, -17,  -5,  -5,  83,  -5
 974,     1,  -5,  -5,  -5,  -5,  83,  -9,  -5,  -5,  -5, -17, -25,  -5,  -9,  -5,  -5,  -9, -13, -25,  -5,  -5
 975,     1,  -3,  -3,  -3,  -3,  93,  -3,  -3,  -3,  -3,  -3, -11, -11,  -3,  -3,  -3,  -3,  -3,  -7,  -3,  -3
 976,     1, -15,  -7,  -7, -27,  77, -31,  -7,  -7,  -7,  -7, -23, -35,  -7,  -7,  -7,  -7,  -7,  -7,  -7, -31
 977,     1,  -4,  84,  -4,  -8,  -4,  -4,  -4,  -4,  -4,  -4,  -4, -12, -16, -12,  -4,  -4,  -4,  -4,  -4,  -4
 978,     1, -19,  -7,  -7,  -7, -19, -31,  -7,  85,  -7,  -7, -31,  -7,  -7, -27, -23,  -7,  -7, -11,  -7, -15
 979,     1,  -4,  -4,  -8,  88, -12, -20,  -4,  -4,  -4,  -4,  -4,  -4,  -4, -16,  -8,  -4,  -4, -16, -16,  -4
 980,     1,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -7,  89,  -3,  -3,  -7, -11,  -3,  -3,  -3, -11, -11,  -3,  -3
 981,     1, -36, -40,  -8,  -8, -28,  -8, -24, -28, -20,  -8, -12,  -8, -24,  88, -16,  -8,  -8,  -8,  -8, -36
 982,     1,  -3,  -3, -15,  -7,  -3,  -3,  -3,  -3,  -3,  -3, -15,  -3,  89, -11,  -3,  -3,  -3, -11, -11,  -3
 983,     1,  -3,  -3,  -3,  -3,  -3, -11,  -3, -11,  -3,  -3,  89,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3
 984,     1, -11,  -7, -19,  65, -15, -11,  -7,  -7,  -7,  -7,  -7,  -7, -11, -23,  -7, -31,  -7,  -7,  -7, -27
 985,     1,  -9,  -5, -25,  -9,  -5, -13,  -5,  -5,  -5,  -5, -17,  -5,  -5, -17, -17, -25,  -5,  87,  -5,  -5
 986,     1,  -8,  -4,  -4,  80,  -4,  -8,  -4,  -4,  -4,  -8,  -4,  -4, -20,  -4, -20, -12, -12,  -4,  -4,  -4
 987,     1,  -4, -16, -12,  92, -16,  -4,  -8, -16, -16,  -4,  -4,  -4,  -4,  -4,  -4,  -4,  -4, -16,  -4,  -4
 988,     1, -20, -24, -20, -16, -28,  -8,  -8,  -8,  -8,  68, -24, -16, -28, -16, -28,  -8, -12,  -8,  -8,  -8
 989,     1,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  -3, -11,  -7,  -3,  -3,  -3,  -3,  93,  -3,  -3,  -3,  -3
 990,     1,  -3, -15,  -3,  -3,  -3,  -3,  -3, -15,  -3,  -3,  -3,  -3,  -3, -11,  -7, -15, -11,  -3,  -3,  85
 991,     1,  -4,  -4,  -4,  -4,  -4,  -4,  -4,  -4,  -4,  -4,  -8,  -4,  -4,  -4,  -4,  92, -16,  -4,  -4,  -4
 992,     1,  -6, -18,  -6,  -6,  -6,  -6,  74, -22,  -6,  -6,  -6, -30,  -6, -26,  -6,  -6,  -6,  -6,  -6,  -6
 993,     1, -11, -15,  -3,  -3,  -3,  -3,  -3,  -3,  -3,  93,  -3,  -3, -15,  -3,  -3,  -7, -15,  -3,  -7, -11
 994,     1,  -2,  -2,  -2,  -2,  -2,  -2,  -2,  -2,  -2,  -2,  -2,  -2,  -2,  -2,  -2,  94,  -2, -10,  -2,  -2
 995,     1,  -4,  -4,  -4,  -4,  -4,  -4,  -4,  92,  -4, -16,  -4,  -8, -16,  -4,  -4,  -4,  -4,  -4,  -4, -12
 996,     1,  -8,  -4,  -4,  -8,  -4,  -4, -20,  -4,  84,  -4,  -4,  -4,  -4,  -8,  -4,  -4,  -4,  -4,  -4,  -4
 997,     1,  -2,  -2,  94,  -2,  -6,  -2,  -2, -10,  -2,  -2,  -2, -10,  -2,  -2,  -2,  -2,  -2,  -2,  -2,  -6
 998,     1, -10,  -6, -18, -26,  -6,  -6, -14,  -6, -22,  90,  -6,  -6, -26,  -6,  -6,  -6,  -6,  -6,  -6,  -6
 999,     1,  -4, -16, -16,  -4,  -4,  -4,  -8,  -4,  -4,  -8,  -4,  -4,  -4,  92,  -4,  -4,  -4,  -4,  -4,  -4
