nExp, Time,  AVy,  A0x,  A0y 
 342,    2,    7,   11,   57
 342,    3,   13,   10,   57
 342,    4,   19,    9,   57
 342,    5,   25,    8,   57
 342,    6,   31,    7,   57
 342,    7,   37,    6,   57
 342,    8,   43,    5,   57
 342,    9,   49,    4,   57
 342,   10,   55,    3,   57
   0,  343,    0,   11,   58
 343,    1,    4,   11,   57
 343,    2,   10,   11,   56
 343,    3,   16,   11,   55
 343,    4,   22,   11,   54
 343,    5,   28,   11,   53
 343,    6,   34,   11,   52
 343,    7,   40,   11,   51
 343,    8,   46,   11,   50
 343,    9,   52,   11,   49
 343,   10,   58,   11,   48
 343,   11,   64,   11,   47
   0,  344,    0,   11,   58
 344,    1,    5,   11,   57
 344,    2,   11,   11,   56
 344,    3,   17,   11,   55
 344,    4,   23,   11,   54
 344,    5,   29,   11,   53
 344,    6,   35,   11,   52
 344,    7,   41,   11,   51
 344,    8,   47,   11,   50
 344,    9,   53,   11,   49
 344,   10,   59,   11,   48
   0,  345,    0,    0,   27
 345,    1,    0,    0,   26
 345,    2,    6,    1,   26
 345,    3,   12,    2,   26
 345,    4,   18,    3,   26
 345,    5,   24,    4,   26
   0,  346,    0,   11,   61
 346,    1,    4,   11,   60
 346,    2,   10,   11,   59
 346,    3,   16,   11,   58
 346,    4,   22,   11,   57
 346,    5,   28,   11,   56
 346,    6,   34,   11,   55
 346,    7,   40,   11,   54
 346,    8,   46,   11,   53
 346,    9,   52,   11,   52
 346,   10,   58,   11,   51
 346,   11,   64,   11,   50
   0,  347,    0,    0,   36
 347,    1,    5,    0,   35
 347,    2,   11,    0,   34
 347,    3,   17,    0,   33
 347,    4,   23,    0,   32
 347,    5,   29,    0,   31
 347,    6,   35,    0,   30
 347,    7,   41,    0,   29
 347,    8,   47,    0,   28
 347,    9,   53,    1,   28
 347,   10,   59,    2,   28
   0,  348,    0,    0,   22
 348,    1,    0,    0,   21
 348,    2,    6,    0,   20
 348,    3,   12,    0,   19
 348,    4,   18,    0,   18
 348,    5,   24,    0,   17
 348,    6,   30,    1,   17
 348,    7,   36,    2,   17
 348,    8,   42,    3,   17
 348,    9,   48,    4,   17
 348,   10,   54,    5,   17
 348,   11,   60,    6,   17
   0,  349,    0,    0,   20
 349,    1,    1,    0,   19
 349,    2,    7,    0,   18
 349,    3,   13,    0,   17
 349,    4,   19,    0,   16
 349,    5,   25,    0,   15
 349,    6,   31,    0,   14
 349,    7,   37,    0,   13
 349,    8,   43,    0,   12
 349,    9,   49,    1,   12
 349,   10,   55,    2,   12
 349,   11,   61,    3,   12
   0,  350,    0,   10,   41
 350,    1,    2,   10,   40
 350,    2,    8,   10,   39
 350,    3,   14,   10,   38
 350,    4,   20,   10,   37
 350,    5,   26,   10,   36
 350,    6,   32,   10,   35
 350,    7,   38,   10,   34
 350,    8,   44,   10,   33
 350,    9,   50,   10,   32
 350,   10,   56,   10,   31
 350,   11,   62,   10,   30
   0,  351,    0,   10,   54
 351,    1,    3,   10,   53
 351,    2,    9,   10,   52
 351,    3,   15,   10,   51
 351,    4,   21,   10,   50
 351,    5,   27,   10,   49
 351,    6,   33,   10,   48
 351,    7,   39,   10,   47
 351,    8,   45,   10,   46
 351,    9,   51,   10,   45
 351,   10,   57,   10,   44
 351,   11,   63,   10,   43
   0,  352,    0,   10,   51
 352,    1,    4,   10,   50
 352,    2,   10,   10,   49
 352,    3,   16,    9,   49
 352,    4,   22,    8,   49
 352,    5,   28,    7,   49
 352,    6,   34,    6,   49
 352,    7,   40,    5,   49
 352,    8,   46,    4,   49
   0,  353,    0,    1,   59
 353,    1,    3,    1,   58
 353,    2,    9,    1,   57
 353,    3,   15,    1,   56
 353,    4,   21,    1,   55
 353,    5,   27,    1,   54
 353,    6,   33,    1,   53
 353,    7,   39,    1,   52
 353,    8,   45,    1,   51
 353,    9,   51,    1,   50
 353,   10,   57,    1,   49
 353,   11,   63,    1,   48
   0,  354,    0,    1,   36
 354,    1,    4,    1,   35
 354,    2,   10,    2,   35
 354,    3,   16,    3,   35
 354,    4,   22,    4,   35
 354,    5,   28,    5,   35
 354,    6,   34,    6,   35
 354,    7,   40,    7,   35
 354,    8,   46,    8,   35
 354,    9,   52,    9,   35
 354,   10,   58,   10,   35
 354,   11,   64,   11,   35
   0,  355,    0,   10,   51
 355,    1,    5,   10,   50
 355,    2,   11,   10,   49
 355,    3,   17,   10,   48
 355,    4,   23,    9,   48
 355,    5,   29,    8,   48
 355,    6,   35,    7,   48
 355,    7,   41,    6,   48
 355,    8,   47,    5,   48
   0,  356,    0,   11,   65
 356,    1,    5,   11,   64
 356,    2,   11,   11,   63
 356,    3,   17,   11,   62
 356,    4,   23,   11,   61
 356,    5,   29,   11,   60
 356,    6,   35,   11,   59
 356,    7,   41,   11,   58
 356,    8,   47,   11,   57
 356,    9,   53,   11,   56
 356,   10,   59,   11,   55
   0,  357,    0,   11,   65
 357,    1,    0,   11,   64
 357,    2,    6,   11,   63
 357,    3,   12,   10,   63
 357,    4,   18,    9,   63
 357,    5,   24,    8,   63
 357,    6,   30,    7,   63
 357,    7,   36,    6,   63
 357,    8,   42,    5,   63
 357,    9,   48,    4,   63
 357,   10,   54,    3,   63
 357,   11,   60,    2,   63
   0,  358,    0,   10,   50
 358,    1,    3,   10,   49
 358,    2,    9,   10,   48
 358,    3,   15,   10,   47
 358,    4,   21,   10,   46
 358,    5,   27,   10,   45
 358,    6,   33,   10,   44
 358,    7,   39,   10,   43
 358,    8,   45,   10,   42
 358,    9,   51,   10,   41
 358,   10,   57,   10,   40
 358,   11,   63,   10,   39
   0,  359,    0,   10,   42
 359,    1,    4,   10,   41
 359,    2,   10,   10,   40
 359,    3,   16,   10,   39
 359,    4,   22,   10,   38
 359,    5,   28,   10,   37
 359,    6,   34,   10,   36
 359,    7,   40,    9,   36
 359,    8,   46,    8,   36
 359,    9,   52,    7,   36
 359,   10,   58,    6,   36
 359,   11,   64,    5,   36
   0,  360,    0,    1,   14
 360,    1,    5,    1,   13
 360,    2,   11,    1,   12
 360,    3,   17,    1,   11
 360,    4,   23,    2,   11
 360,    5,   29,    3,   11
 360,    6,   35,    4,   11
 360,    7,   41,    5,   11
 360,    8,   47,    6,   11
 360,    9,   53,    7,   11
 360,   10,   59,    8,   11
   0,  361,    0,    0,   18
 361,    1,    0,    0,   17
 361,    2,    6,    0,   16
 361,    3,   12,    0,   15
 361,    4,   18,    0,   14
 361,    5,   24,    0,   13
 361,    6,   30,    0,   12
 361,    7,   36,    0,   11
 361,    8,   42,    0,   10
 361,    9,   48,    0,    9
 361,   10,   54,    0,    8
 361,   11,   60,    0,    7
   0,  362,    0,   10,   40
 362,    1,    1,   10,   39
 362,    2,    7,   10,   38
 362,    3,   13,   10,   37
 362,    4,   19,   10,   36
 362,    5,   25,   10,   35
 362,    6,   31,   10,   34
 362,    7,   37,   10,   33
 362,    8,   43,   10,   32
 362,    9,   49,   10,   31
 362,   10,   55,   10,   30
 362,   11,   61,   10,   29
   0,  363,    0,   11,   62
 363,    1,    2,   11,   61
 363,    2,    8,   11,   60
 363,    3,   14,   11,   59
 363,    4,   20,   11,   58
 363,    5,   26,   10,   58
 363,    6,   32,    9,   58
 363,    7,   38,    8,   58
 363,    8,   44,    7,   58
 363,    9,   50,    6,   58
 363,   10,   56,    5,   58
   0,  364,    0,   11,   58
 364,    1,    4,   11,   57
 364,    2,   10,   11,   56
 364,    3,   16,   11,   55
 364,    4,   22,   11,   54
 364,    5,   28,   11,   53
 364,    6,   34,   11,   52
 364,    7,   40,   11,   51
 364,    8,   46,   11,   50
 364,    9,   52,   11,   49
 364,   10,   58,   11,   48
 364,   11,   64,   11,   47
   0,  365,    0,   11,   59
 365,    1,    5,   11,   58
 365,    2,   11,   11,   57
 365,    3,   17,   11,   56
 365,    4,   23,   11,   55
 365,    5,   29,   11,   54
 365,    6,   35,   11,   53
 365,    7,   41,   11,   52
 365,    8,   47,   11,   51
 365,    9,   53,   10,   51
 365,   10,   59,    9,   51
   0,  366,    0,    1,   17
 366,    1,    0,    2,   17
 366,    2,    6,    3,   17
 366,    3,   12,    4,   17
   0,  367,    0,   11,   63
 367,    1,    1,   10,   63
 367,    2,    7,    9,   63
 367,    3,   13,    8,   63
 367,    4,   19,    7,   63
 367,    5,   25,    6,   63
 367,    6,   31,    5,   63
 367,    7,   37,    4,   63
 367,    8,   43,    3,   63
 367,    9,   49,    2,   63
 367,   10,   55,    1,   63
 367,   11,   61,    2,   63
   0,  368,    0,    1,   36
 368,    1,    4,    1,   35
 368,    2,   10,    1,   34
 368,    3,   16,    2,   34
 368,    4,   22,    3,   34
 368,    5,   28,    4,   34
   0,  369,    0,    1,   13
 369,    1,    0,    1,   12
 369,    2,    6,    1,   11
 369,    3,   12,    1,   10
 369,    4,   18,    1,    9
 369,    5,   24,    1,    8
 369,    6,   30,    2,    8
 369,    7,   36,    3,    8
 369,    8,   42,    4,    8
 369,    9,   48,    5,    8
 369,   10,   54,    6,    8
 369,   11,   60,    7,    8
   0,  370,    0,    0,   35
 370,    1,    1,    0,   34
 370,    2,    7,    0,   33
 370,    3,   13,    0,   32
 370,    4,   19,    0,   31
 370,    5,   25,    0,   30
 370,    6,   31,    0,   29
 370,    7,   37,    0,   28
 370,    8,   43,    0,   27
 370,    9,   49,    0,   26
 370,   10,   55,    0,   25
 370,   11,   61,    1,   25
   0,  371,    0,    0,   43
 371,    1,    2,    0,   42
 371,    2,    8,    0,   41
 371,    3,   14,    0,   40
 371,    4,   20,    0,   39
 371,    5,   26,    0,   38
 371,    6,   32,    0,   37
 371,    7,   38,    0,   36
 371,    8,   44,    0,   35
 371,    9,   50,    1,   35
 371,   10,   56,    2,   35
 371,   11,   62,    3,   35
   0,  372,    0,    0,   27
 372,    1,    3,    0,   26
 372,    2,    9,    0,   25
 372,    3,   15,    0,   24
 372,    4,   21,    0,   23
 372,    5,   27,    0,   22
 372,    6,   33,    0,   21
 372,    7,   39,    0,   20
 372,    8,   45,    0,   19
 372,    9,   51,    0,   18
 372,   10,   57,    0,   17
 372,   11,   63,    0,   16
   0,  373,    0,   10,   58
 373,    1,    4,    9,   58
 373,    2,   10,    8,   58
 373,    3,   16,    7,   58
 373,    4,   22,    6,   58
 373,    5,   28,    5,   58
 373,    6,   34,    4,   58
 373,    7,   40,    3,   58
 373,    8,   46,    2,   58
 373,    9,   52,    1,   58
 373,   10,   58,    2,   58
 373,   11,   64,    3,   58
   0,  374,    0,    1,   58
 374,    1,    5,    1,   57
 374,    2,   11,    1,   56
 374,    3,   17,    1,   55
 374,    4,   23,    1,   54
 374,    5,   29,    1,   53
 374,    6,   35,    1,   52
 374,    7,   41,    1,   51
 374,    8,   47,    1,   50
 374,    9,   53,    1,   49
 374,   10,   59,    1,   48
   0,  375,    0,    1,   30
 375,    1,    0,    1,   29
 375,    2,    6,    1,   28
 375,    3,   12,    1,   27
 375,    4,   18,    1,   26
 375,    5,   24,    1,   25
 375,    6,   30,    1,   24
 375,    7,   36,    1,   23
 375,    8,   42,    1,   22
 375,    9,   48,    1,   21
 375,   10,   54,    1,   20
 375,   11,   60,    1,   19
   0,  376,    0,   10,   37
 376,    1,    1,   10,   36
 376,    2,    7,   10,   35
 376,    3,   13,   10,   34
 376,    4,   19,   10,   33
 376,    5,   25,   10,   32
 376,    6,   31,   10,   31
 376,    7,   37,   10,   30
 376,    8,   43,    9,   30
 376,    9,   49,    8,   30
 376,   10,   55,    7,   30
 376,   11,   61,    6,   30
   0,  377,    0,   11,   54
 377,    1,    2,   11,   53
 377,    2,    8,   11,   52
 377,    3,   14,   11,   51
 377,    4,   20,   10,   51
 377,    5,   26,    9,   51
 377,    6,   32,    8,   51
 377,    7,   38,    7,   51
 377,    8,   44,    6,   51
 377,    9,   50,    5,   51
   0,  378,    0,    1,   51
 378,    1,    5,    2,   51
 378,    2,   11,    3,   51
 378,    3,   17,    4,   51
 378,    4,   23,    5,   51
 378,    5,   29,    6,   51
 378,    6,   35,    7,   51
 378,    7,   41,    8,   51
 378,    8,   47,    9,   51
 378,    9,   53,   10,   51
 378,   10,   59,   11,   51
   0,  379,    0,    0,   56
 379,    1,    0,    1,   56
 379,    2,    6,    2,   56
 379,    3,   12,    3,   56
 379,    4,   18,    4,   56
 379,    5,   24,    5,   56
 379,    6,   30,    6,   56
 379,    7,   36,    7,   56
 379,    8,   42,    8,   56
 379,    9,   48,    9,   56
 379,   10,   54,   10,   56
 379,   11,   60,   11,   56
   0,  380,    0,   11,   59
 380,    1,    1,   11,   58
 380,    2,    7,   11,   57
 380,    3,   13,   11,   56
 380,    4,   19,   11,   55
 380,    5,   25,   11,   54
 380,    6,   31,   11,   53
 380,    7,   37,   11,   52
 380,    8,   43,   11,   51
 380,    9,   49,   11,   50
 380,   10,   55,   11,   49
 380,   11,   61,   11,   48
   0,  381,    0,    0,   21
 381,    1,    2,    0,   20
 381,    2,    8,    0,   19
 381,    3,   14,    1,   19
 381,    4,   20,    2,   19
 381,    5,   26,    3,   19
 381,    6,   32,    4,   19
 381,    7,   38,    5,   19
 381,    8,   44,    6,   19
 381,    9,   50,    7,   19
 381,   10,   56,    8,   19
 381,   11,   62,    9,   19
   0,  382,    0,    0,   54
 382,    1,    3,    1,   54
 382,    2,    9,    2,   54
 382,    3,   15,    3,   54
 382,    4,   21,    4,   54
 382,    5,   27,    5,   54
 382,    6,   33,    6,   54
 382,    7,   39,    7,   54
 382,    8,   45,    8,   54
 382,    9,   51,    9,   54
 382,   10,   57,   10,   54
 382,   11,   63,   11,   54
   0,  383,    0,    1,   61
 383,    1,    4,    1,   60
 383,    2,   10,    1,   59
 383,    3,   16,    1,   58
 383,    4,   22,    1,   57
 383,    5,   28,    1,   56
 383,    6,   34,    1,   55
 383,    7,   40,    1,   54
 383,    8,   46,    1,   53
 383,    9,   52,    1,   52
 383,   10,   58,    1,   51
 383,   11,   64,    1,   50
   0,  384,    0,    1,   16
 384,    1,    5,    1,   15
 384,    2,   11,    1,   14
 384,    3,   17,    1,   13
 384,    4,   23,    1,   12
 384,    5,   29,    1,   11
 384,    6,   35,    1,   10
 384,    7,   41,    1,    9
 384,    8,   47,    1,    8
 384,    9,   53,    1,    7
 384,   10,   59,    1,    6
   0,  385,    0,    1,   52
 385,    1,    0,    1,   51
 385,    2,    6,    1,   50
 385,    3,   12,    1,   49
 385,    4,   18,    1,   48
 385,    5,   24,    1,   47
 385,    6,   30,    1,   46
 385,    7,   36,    1,   45
 385,    8,   42,    1,   44
 385,    9,   48,    1,   43
 385,   10,   54,    1,   42
 385,   11,   60,    1,   41
   0,  386,    0,   11,   54
 386,    1,    1,   11,   53
 386,    2,    7,   11,   52
 386,    3,   13,   11,   51
 386,    4,   19,   11,   50
 386,    5,   25,   11,   49
 386,    6,   31,   10,   49
 386,    7,   37,    9,   49
 386,    8,   43,    8,   49
 386,    9,   49,    7,   49
 386,   10,   55,    6,   49
 386,   11,   61,    5,   49
   0,  387,    0,    0,   41
 387,    1,    2,    0,   40
 387,    2,    8,    1,   40
 387,    3,   14,    2,   40
 387,    4,   20,    3,   40
 387,    5,   26,    4,   40
 387,    6,   32,    5,   40
 387,    7,   38,    6,   40
 387,    8,   44,    7,   40
 387,    9,   50,    8,   40
 387,   10,   56,    9,   40
 387,   11,   62,   10,   40
   0,  388,    0,    0,   59
 388,    1,    3,    0,   58
 388,    2,    9,    0,   57
 388,    3,   15,    0,   56
 388,    4,   21,    0,   55
 388,    5,   27,    0,   54
 388,    6,   33,    1,   54
 388,    7,   39,    2,   54
 388,    8,   45,    3,   54
 388,    9,   51,    4,   54
   0,  389,    0,   11,   57
 389,    1,    3,   11,   56
 389,    2,    9,   11,   55
 389,    3,   15,   11,   54
 389,    4,   21,   11,   53
 389,    5,   27,   11,   52
 389,    6,   33,   11,   51
 389,    7,   39,   11,   50
 389,    8,   45,   11,   49
 389,    9,   51,   11,   48
 389,   10,   57,   11,   47
 389,   11,   63,   11,   46
   0,  390,    0,    1,   42
 390,    1,    4,    1,   41
 390,    2,   10,    2,   41
 390,    3,   16,    3,   41
 390,    4,   22,    4,   41
 390,    5,   28,    5,   41
 390,    6,   34,    6,   41
 390,    7,   40,    7,   41
 390,    8,   46,    8,   41
 390,    9,   52,    9,   41
 390,   10,   58,   10,   41
 390,   11,   64,   11,   41
   0,  391,    0,    1,   41
 391,    1,    5,    1,   40
 391,    2,   11,    1,   39
 391,    3,   17,    1,   38
 391,    4,   23,    1,   37
 391,    5,   29,    1,   36
 391,    6,   35,    1,   35
 391,    7,   41,    2,   35
 391,    8,   47,    3,   35
 391,    9,   53,    4,   35
 391,   10,   59,    5,   35
   0,  392,    0,    0,   32
 392,    1,    0,    0,   31
 392,    2,    6,    0,   30
 392,    3,   12,    0,   29
 392,    4,   18,    0,   28
 392,    5,   24,    0,   27
 392,    6,   30,    0,   26
 392,    7,   36,    0,   25
 392,    8,   42,    0,   24
 392,    9,   48,    1,   24
 392,   10,   54,    2,   24
 392,   11,   60,    3,   24
   0,  393,    0,    1,   44
 393,    1,    1,    1,   43
 393,    2,    7,    1,   42
 393,    3,   13,    2,   42
 393,    4,   19,    3,   42
 393,    5,   25,    4,   42
 393,    6,   31,    5,   42
 393,    7,   37,    6,   42
 393,    8,   43,    7,   42
 393,    9,   49,    8,   42
 393,   10,   55,    9,   42
 393,   11,   61,   10,   42
   0,  394,    0,   10,   43
 394,    1,    2,   10,   42
 394,    2,    8,   10,   41
 394,    3,   14,   10,   40
 394,    4,   20,   10,   39
 394,    5,   26,   10,   38
 394,    6,   32,   10,   37
 394,    7,   38,   10,   36
 394,    8,   44,   10,   35
 394,    9,   50,   10,   34
 394,   10,   56,   10,   33
 394,   11,   62,   10,   32
   0,  395,    0,    0,   23
 395,    1,    3,    0,   22
 395,    2,    9,    1,   22
 395,    3,   15,    2,   22
 395,    4,   21,    3,   22
   0,  396,    0,   11,   55
 396,    1,    5,   10,   55
 396,    2,   11,    9,   55
 396,    3,   17,    8,   55
 396,    4,   23,    7,   55
 396,    5,   29,    6,   55
 396,    6,   35,    5,   55
 396,    7,   41,    4,   55
 396,    8,   47,    3,   55
 396,    9,   53,    2,   55
   0,  397,    0,   10,   43
 397,    1,    4,   10,   42
 397,    2,   10,   10,   41
 397,    3,   16,   10,   40
 397,    4,   22,    9,   40
 397,    5,   28,    8,   40
 397,    6,   34,    7,   40
 397,    7,   40,    6,   40
 397,    8,   46,    5,   40
 397,    9,   52,    4,   40
 397,   10,   58,    3,   40
 397,   11,   64,    2,   40
   0,  398,    0,    1,   51
