nExp,  A0x,  A0y,  A1x,  A1y,  A2x,  A2y,  A3x,  A3y,  A4x,  A4y,  A5x,  A5y,  A6x,  A6y,  A7x,  A7y,  A8x,  A8y,  A9x,  A9y,  A10x,  A10y,  A11x,  A11y,  A12x,  A12y,  A13x,  A13y,  A14x,  A14y,  A15x,  A15y,  A16x,  A16y,  A17x,  A17y,  A18x,  A18y,  A19x,  A19y 
 315,    0,   21,   11,   56,   11,   55,    0,   20,   10,   50,   10,   48,    1,   35,    1,   65,   10,   54,   11,   57,    1,   35,    0,   59,   11,   58,    1,   24,   10,   42,   11,   57,    0,   55,    1,   38,   10,   40,   11,   56
 316,   10,   47,   11,   57,    1,   22,   10,   61,    0,   45,   11,   62,   10,   39,    0,   55,    1,   35,   11,   65,    0,   41,    0,   50,    1,   65,   10,   53,   11,   57,    0,   54,   11,   62,    0,   60,   10,   45,   11,   55
 317,    0,   56,   11,   57,   11,   60,   10,   43,    0,   28,    1,   46,   11,   60,    1,   40,    0,   52,   10,   55,   10,   40,   11,   59,    1,   30,    1,   60,    0,   44,    1,   17,   10,   52,    1,   31,   11,   60,   11,   62
 318,   10,   64,   10,   49,    1,   54,   11,   63,   11,   57,   10,   37,    0,   24,   11,   54,   10,   60,   10,   42,   10,   58,    1,   28,   11,   59,    1,   21,    0,   30,    0,   30,   10,   40,   11,   54,   10,   65,    0,   23
 319,    1,   14,   11,   57,    1,   20,   10,   60,    1,   42,    0,   65,   11,   63,   11,   57,    1,   46,    0,   37,    1,   50,    1,   55,   10,   37,    1,   40,    0,   20,   11,   57,   11,   57,   11,   63,   11,   64,   10,   59
 320,    0,   49,   10,   54,    0,   37,   10,   40,    0,   60,    0,   52,    0,   35,    1,   57,   11,   60,    0,   26,   11,   62,   10,   51,    1,   38,    1,   39,    0,   49,    1,   20,    0,   29,   10,   65,    1,   18,    1,   46
 321,    0,   46,    1,   32,   10,   65,   11,   56,   11,   57,   11,   56,   11,   64,    0,   27,   11,   54,    1,   63,   10,   39,   10,   52,    1,   51,   10,   41,   10,   52,    0,   47,    1,   32,    1,   47,   11,   58,    0,   65
 322,   11,   57,    0,   48,   11,   56,   10,   46,    0,   50,    1,   54,    0,   26,    1,   52,   11,   60,   10,   41,    0,   19,    0,   55,   11,   56,    0,   36,   11,   60,   11,   54,    1,   13,    1,   64,    1,   17,    0,   59
 323,    0,   65,    0,   28,    1,   15,   11,   62,    1,   20,   11,   62,    1,   12,    0,   41,   10,   44,   11,   56,    0,   48,    1,   61,   11,   59,    1,   28,   10,   46,   11,   60,    0,   40,    1,   39,    1,   40,   10,   60
 324,    1,   49,    1,   54,    0,   45,    0,   62,    1,   42,    0,   50,   10,   42,    1,   22,    1,   43,    0,   42,   11,   56,   11,   59,   10,   49,   11,   63,   11,   63,    1,   29,   11,   59,    1,   27,    0,   49,   10,   54
 325,    0,   46,   10,   62,    0,   59,    1,   41,    1,   43,    1,   13,    0,   56,   10,   44,   10,   62,   11,   65,   10,   51,    1,   51,    1,   44,   10,   49,   11,   54,    0,   51,    1,   26,   10,   45,    1,   20,   11,   56
 326,   10,   49,   11,   56,   10,   48,    0,   39,    0,   34,    1,   40,   10,   58,   11,   56,   11,   65,    0,   35,   11,   58,   10,   44,   11,   63,    1,   35,   11,   56,   10,   52,   10,   40,    0,   31,    1,   43,    1,   53
 327,   11,   62,   10,   48,   10,   47,   10,   43,    1,   47,   10,   55,   11,   64,   11,   58,   10,   48,   10,   48,   11,   62,   10,   63,   10,   51,    1,   15,    1,   50,   11,   54,   10,   64,    0,   37,   10,   57,    1,   33
 328,   10,   37,    1,   22,   10,   55,    1,   12,   11,   54,   11,   54,   11,   60,    0,   29,   11,   55,    1,   40,    1,   27,    1,   37,    1,   18,   10,   62,   11,   61,   10,   57,    0,   32,   10,   59,    0,   23,   10,   51
 329,   10,   50,   11,   55,    0,   46,   11,   60,    1,   30,    1,   23,   11,   63,   11,   58,    1,   23,    0,   40,   10,   64,   11,   56,   11,   56,    0,   45,   11,   58,   10,   56,    1,   14,   10,   54,   10,   57,   10,   40
 330,   10,   42,   10,   54,    1,   59,    1,   65,   10,   63,   10,   53,   11,   57,   11,   65,    0,   22,   11,   56,    0,   47,   10,   58,   11,   54,    1,   28,   11,   61,    1,   34,    1,   30,   10,   51,   10,   49,    0,   18
 331,   11,   63,   11,   54,    1,   27,    1,   38,   11,   59,   11,   60,    1,   20,    0,   42,   11,   64,    1,   46,    0,   21,    1,   61,   11,   60,   10,   62,   10,   38,   11,   61,    1,   12,    1,   49,    0,   53,    0,   37
 332,   10,   37,    0,   59,   11,   55,   11,   61,   11,   65,   10,   62,    0,   49,   11,   56,   11,   62,    0,   34,    0,   53,    1,   58,   10,   38,    1,   43,   11,   55,   10,   51,   10,   38,    0,   53,   10,   51,    0,   18
 333,    1,   23,   10,   63,   10,   54,    1,   28,   11,   54,    0,   42,   11,   54,    0,   31,    1,   13,    1,   43,   10,   46,   10,   39,    0,   31,   11,   59,    1,   52,   11,   55,   11,   63,    1,   22,    1,   57,    0,   26
 334,   11,   61,   10,   50,    1,   64,    0,   50,    1,   12,   10,   57,   11,   60,    0,   33,   10,   53,   11,   65,   10,   40,   10,   39,    1,   15,   11,   60,   10,   37,    0,   27,    1,   20,    0,   44,    0,   64,   11,   65
 335,   11,   57,   11,   56,    0,   33,   10,   39,   11,   54,   11,   62,   10,   58,   10,   56,    0,   32,   10,   54,   10,   57,   10,   45,   11,   65,    1,   36,    1,   16,   10,   60,    0,   43,   10,   39,    1,   17,    1,   44
 336,   10,   65,   10,   63,   10,   61,    1,   23,    1,   55,    1,   13,   11,   54,    1,   39,   10,   48,   11,   65,    1,   24,    1,   31,    1,   25,    0,   32,    1,   20,   10,   58,    1,   20,   10,   44,    1,   36,    1,   57
 337,    0,   34,    0,   65,   11,   59,    0,   37,    0,   20,    0,   31,    0,   33,   11,   65,    0,   52,    0,   36,   11,   58,   10,   56,   11,   60,    0,   30,   10,   46,   10,   57,    1,   24,   10,   48,   10,   47,    1,   57
 338,   11,   59,    1,   36,   10,   43,   10,   49,    1,   33,    0,   18,    1,   63,   10,   40,   10,   48,    0,   39,   11,   65,    1,   49,   11,   61,    0,   19,   11,   57,    0,   49,   10,   52,   10,   42,   10,   36,    1,   12
 339,   10,   43,   11,   64,    0,   49,   11,   62,    0,   48,    0,   25,   10,   56,    0,   45,   11,   61,   10,   42,   10,   40,   11,   56,   11,   54,   10,   45,    1,   44,    0,   64,    0,   44,   10,   45,   11,   63,    0,   39
 340,   10,   36,   11,   62,    1,   54,    1,   35,   11,   57,   11,   62,    0,   32,    0,   47,    1,   61,    0,   29,   11,   61,    1,   12,   11,   58,   10,   45,    0,   60,    1,   50,   11,   58,   10,   38,    0,   47,   11,   65
 341,   11,   60,    1,   50,   10,   61,   11,   62,    1,   38,   10,   57,    0,   20,    0,   27,    1,   14,   10,   45,    0,   51,   11,   61,   11,   63,    1,   51,    1,   64,    0,   44,   10,   56,    0,   38,    0,   18,   11,   55
 342,    1,   50,   10,   48,   11,   64,    0,   60,    0,   22,    0,   34,    1,   12,    0,   43,    1,   59,    1,   17,    0,   39,   11,   57,    0,   31,    0,   61,    0,   21,   11,   56,   10,   45,    1,   65,   10,   43,   10,   55
 343,   11,   54,    0,   64,    1,   53,    1,   46,    0,   52,   11,   55,    0,   41,   10,   58,    1,   27,   10,   61,    1,   21,   11,   61,   11,   65,    0,   56,   10,   60,    0,   57,   11,   56,    1,   51,    0,   34,    0,   44
 344,    1,   42,    0,   43,   11,   64,    0,   20,   11,   59,    1,   14,   11,   55,   10,   60,   11,   54,    0,   43,   11,   59,    1,   14,    1,   30,    1,   32,    0,   40,   10,   44,   10,   56,    1,   21,    0,   48,    0,   64
 345,   10,   54,    1,   43,    0,   46,    1,   60,   11,   63,   11,   63,   11,   55,   11,   64,   10,   62,   11,   54,   11,   59,   10,   45,   10,   53,    0,   42,    0,   49,    0,   35,   10,   64,    0,   25,    1,   28,   10,   60
 346,    0,   50,   11,   64,    1,   26,   10,   47,   10,   56,    1,   52,   11,   62,    1,   37,   11,   60,    0,   42,    1,   60,   10,   41,    0,   62,    0,   49,    1,   31,   10,   48,    0,   31,    1,   43,   11,   59,   11,   58
 347,    1,   55,    1,   65,   10,   55,   10,   46,   10,   46,    0,   24,    1,   46,    1,   30,    0,   51,    0,   65,    1,   58,   10,   54,   10,   52,   11,   55,    0,   22,   10,   41,   10,   60,    1,   51,    0,   58,   11,   54
 348,    1,   40,    1,   16,   10,   57,   11,   55,   11,   63,    0,   46,   11,   61,    0,   55,    0,   48,    1,   63,    1,   21,    1,   56,    1,   64,   10,   57,    0,   61,   11,   65,   11,   63,    1,   39,   11,   54,   11,   61
 349,   10,   61,    0,   61,    1,   12,   11,   56,   11,   56,    0,   44,    0,   27,   11,   60,   11,   64,    1,   65,    1,   58,   10,   36,   10,   48,    0,   62,   10,   62,   11,   64,   11,   54,    0,   31,    1,   25,   11,   56
 350,    1,   47,    1,   58,   10,   44,    0,   50,    1,   43,   10,   45,    1,   18,   11,   57,   11,   64,    0,   29,   10,   47,   11,   62,   11,   58,   10,   36,    0,   55,    0,   36,   11,   54,   11,   58,   11,   65,   10,   48
 351,   11,   57,    0,   40,    1,   60,    1,   62,   10,   37,    1,   17,   10,   51,   10,   54,    0,   39,   10,   38,   11,   58,   11,   65,   10,   56,    1,   37,   11,   65,   10,   46,   10,   51,    1,   40,   10,   40,    1,   39
 352,    0,   43,   10,   53,   10,   45,   10,   42,    1,   59,    1,   27,   11,   64,    0,   34,   10,   43,   10,   47,   10,   53,    0,   61,    1,   12,   11,   65,    0,   63,    0,   19,    0,   23,    1,   44,   11,   58,    0,   52
 353,    1,   29,   11,   64,    0,   28,    0,   56,   10,   56,   11,   57,    1,   15,    1,   25,    1,   23,    0,   19,    0,   47,    0,   26,   11,   55,   11,   60,    1,   49,   10,   65,    1,   63,   10,   60,   10,   42,    1,   22
 354,   11,   59,   10,   36,   11,   58,    0,   28,    0,   39,    0,   45,    1,   14,   10,   58,   10,   44,    1,   64,    0,   62,    1,   13,   10,   36,   11,   56,    0,   26,    1,   20,    0,   46,   11,   58,   11,   56,    1,   53
 355,    1,   65,   10,   43,    1,   63,   10,   47,   11,   55,   10,   45,   11,   60,   10,   61,    1,   29,   10,   62,    1,   23,   11,   59,    1,   65,   10,   42,    1,   38,   10,   50,   11,   65,    0,   28,   11,   61,    1,   18
 356,   11,   57,    0,   21,    0,   38,   10,   39,    1,   55,    0,   18,    0,   59,   10,   54,   11,   65,   11,   56,   11,   60,    0,   26,    1,   13,    0,   54,   11,   65,   11,   59,   10,   44,    0,   65,   11,   63,    1,   31
 357,   10,   64,    1,   57,    1,   49,   11,   62,   10,   58,   11,   54,   10,   51,   10,   41,    1,   44,   11,   56,    0,   37,   10,   49,    1,   12,   10,   57,    0,   51,    0,   22,   11,   62,   10,   50,    1,   19,    1,   16
 358,    0,   23,    0,   22,   11,   60,    1,   65,   10,   43,   10,   59,   11,   63,    1,   20,   10,   58,   10,   56,   10,   50,    0,   64,    1,   23,   10,   38,    0,   33,   11,   58,    0,   29,    1,   15,   10,   36,    0,   45
 359,   11,   59,    1,   63,   10,   64,    0,   38,   10,   44,    0,   55,    1,   46,    0,   19,   11,   65,   11,   63,    1,   50,   10,   42,   10,   47,   10,   62,    0,   47,   10,   41,   10,   37,   11,   56,    1,   56,    1,   48
 360,    0,   37,   10,   60,    1,   17,   11,   54,   10,   52,    1,   35,   10,   58,   10,   42,    0,   19,   10,   65,    1,   45,   10,   42,    0,   24,    0,   29,   11,   60,   10,   38,   11,   54,   11,   54,   10,   52,    0,   32
 361,   11,   57,    0,   42,    0,   61,    0,   58,    1,   45,    0,   36,   10,   39,   10,   42,   10,   41,   11,   62,    1,   54,   11,   62,   10,   60,   10,   65,    1,   13,   11,   59,   11,   55,   11,   58,   10,   49,    0,   61
 362,   10,   54,   10,   65,    1,   28,   11,   62,   11,   59,    0,   28,    1,   28,    0,   39,    0,   34,   11,   58,   11,   65,   11,   54,   10,   57,    0,   42,    0,   43,    0,   58,    0,   64,    0,   43,    0,   30,   11,   55
 363,    0,   62,   11,   56,    0,   62,    1,   29,   10,   50,   11,   56,   11,   60,    0,   27,    0,   50,   11,   54,   11,   63,   10,   41,   10,   47,    1,   60,   11,   54,   11,   60,    0,   37,   11,   64,    0,   45,   11,   56
 364,   10,   40,   11,   62,    0,   63,   10,   60,   11,   58,    0,   60,    0,   60,    0,   62,    1,   37,   10,   37,    0,   44,    0,   49,    0,   23,    1,   50,   10,   48,   11,   62,    0,   22,    0,   39,   11,   64,    1,   32
 365,    0,   30,   11,   56,   11,   60,   10,   65,    0,   19,    1,   62,   11,   58,   11,   57,    1,   65,    1,   39,    1,   55,    1,   26,    0,   54,    0,   19,   11,   57,    1,   28,    1,   24,   11,   56,   11,   54,    1,   38
 366,   10,   47,    1,   13,   11,   65,   11,   54,   11,   59,    0,   64,   10,   46,   10,   44,    0,   26,    1,   30,    0,   42,    0,   40,    0,   24,   11,   58,   11,   61,    0,   24,    1,   62,   11,   56,    0,   23,    0,   38
 367,    1,   51,   11,   59,    0,   54,    1,   20,    1,   56,    1,   44,    0,   61,   10,   37,   11,   58,   11,   63,   11,   57,   10,   47,   10,   61,    0,   24,    0,   38,   10,   58,   10,   39,    0,   51,   11,   59,    1,   26
 368,   11,   58,   10,   38,   11,   56,    1,   21,   11,   55,    1,   31,   10,   59,   11,   56,    0,   34,    1,   50,    0,   45,    0,   31,    1,   60,   10,   37,    1,   17,   11,   58,   11,   61,   11,   58,   11,   56,   10,   65
 369,    0,   22,    1,   24,   11,   60,    0,   24,    0,   49,   11,   54,   11,   59,    0,   26,   11,   62,    1,   49,   10,   45,    1,   63,   11,   62,   10,   50,   11,   56,    1,   49,    0,   20,   11,   56,   10,   56,    0,   59
 370,   11,   54,    0,   59,   11,   59,    0,   26,    1,   49,   10,   58,    0,   54,    1,   55,   11,   57,   11,   54,   11,   63,   10,   60,   11,   58,   10,   54,    0,   58,    0,   20,   11,   65,   10,   44,    0,   65,    0,   48
 371,   10,   40,   11,   57,   10,   58,   11,   63,    1,   41,    1,   37,    1,   30,    1,   31,   11,   57,    1,   24,   11,   54,   10,   39,    1,   23,    1,   44,    1,   16,    1,   62,    1,   57,    1,   65,   11,   65,   11,   60
 372,    0,   65,    0,   57,   11,   54,   11,   65,   11,   62,    1,   46,   11,   65,   11,   62,   10,   41,   11,   57,    0,   24,    1,   57,    0,   36,    0,   26,    1,   43,    0,   35,   11,   60,    1,   40,   10,   63,    0,   44
 373,   10,   56,   10,   43,    0,   64,   10,   43,    1,   37,   11,   54,   11,   56,   11,   62,   11,   55,    0,   57,   10,   53,   11,   65,   10,   65,   11,   65,   10,   37,    0,   48,    0,   37,   11,   64,    0,   54,   11,   63
 374,   11,   65,   10,   45,    1,   35,   10,   38,    1,   62,   11,   57,    0,   43,    0,   28,    1,   56,    0,   20,   10,   55,   11,   65,   10,   56,    1,   31,    0,   64,   10,   38,    0,   24,   10,   57,    0,   36,   10,   43
 375,   10,   45,   10,   53,   10,   39,   11,   58,    0,   54,   11,   56,    1,   43,    1,   33,   10,   64,   10,   62,    0,   43,   10,   62,    1,   52,   10,   50,    1,   19,    1,   39,   11,   62,    1,   15,    0,   54,    0,   57
 376,   11,   56,    1,   36,   10,   58,    0,   23,    0,   51,    1,   17,   11,   55,   11,   63,    0,   47,    1,   29,   11,   57,    1,   42,    1,   42,   10,   56,   11,   54,   10,   64,   11,   60,    0,   33,   10,   58,    1,   56
 377,   11,   65,   10,   52,   11,   64,    0,   37,   11,   55,    1,   40,   10,   51,    1,   60,    0,   29,    0,   62,   11,   57,    1,   42,    0,   57,   10,   41,    1,   20,    0,   21,   11,   59,   11,   63,    0,   58,    0,   62
 378,   11,   65,   10,   42,    0,   56,   11,   60,    0,   28,    1,   23,   11,   64,    1,   48,    0,   50,   11,   55,    0,   21,   11,   65,    1,   48,   10,   38,   11,   56,    0,   31,   11,   65,    1,   30,   10,   58,    0,   62
 379,    1,   21,    0,   58,   11,   61,    0,   27,   11,   62,   11,   60,    0,   25,    1,   41,   11,   61,   11,   65,    1,   30,   10,   55,    1,   34,   11,   57,   11,   54,    1,   56,   11,   55,   11,   61,   11,   65,   10,   64
 380,    0,   20,    0,   60,   10,   39,    0,   20,    1,   23,   10,   44,   11,   60,   10,   52,    1,   23,    0,   38,    0,   18,    0,   64,    0,   42,   10,   42,    0,   53,    1,   65,   10,   37,    0,   47,    1,   16,   11,   65
 381,   11,   63,    1,   12,    1,   14,   10,   50,   11,   65,    0,   38,    0,   50,   10,   65,    0,   59,    1,   31,   11,   59,   10,   64,   11,   59,    0,   36,   10,   42,    0,   23,    1,   62,   11,   65,   10,   50,   11,   61
 382,   10,   45,   11,   65,   11,   63,   11,   60,    1,   52,    0,   37,   10,   51,    0,   42,   11,   55,    0,   35,   10,   59,   10,   38,    0,   52,    0,   36,   10,   41,   10,   52,    1,   16,    1,   38,   11,   54,   10,   43
 383,    0,   24,    0,   21,    1,   27,    1,   45,   10,   53,    0,   22,   11,   65,    0,   46,    0,   22,    0,   53,   10,   47,   11,   55,   11,   58,   10,   36,    0,   44,    0,   33,    0,   23,   11,   56,   11,   64,    0,   60
 384,    0,   26,    0,   27,   11,   55,    0,   32,   10,   63,   10,   59,    1,   46,    1,   50,    1,   15,   11,   58,    0,   65,    0,   33,    0,   49,    0,   49,    1,   28,    0,   22,   10,   57,    0,   48,    1,   60,    0,   38
 385,   10,   54,   11,   58,    1,   35,   11,   56,    0,   22,   10,   63,   11,   64,    1,   47,    1,   25,    1,   26,   10,   45,   10,   54,   10,   44,   11,   57,   10,   62,   11,   56,    0,   33,   10,   37,    0,   33,    1,   46
 386,   11,   54,   10,   44,    0,   27,    0,   55,   11,   57,    0,   37,    0,   19,   11,   60,    1,   33,   10,   53,   10,   42,   10,   57,    1,   12,   11,   62,   11,   55,   11,   57,   11,   64,   11,   63,    0,   63,   10,   44
